PARTIDA;TURNO;NOME_AGENTE;COR_PECA;PLY_TIME;MAX DEPTH; BFACTOR; TOTAL_NODES;MAX BRANCH;MAX BOARD;RESULTADO;
37;5;MCTS;2;5.335;10;12.0;410514;21;22010	00000	00100	00000	00000	; ;
37;6;MINIMAX_T;1;4.123;5;16.0;1971281;20;22010	02000	00100	00000	00000	; ;
37;7;MCTS;2;4.134;9;12.0;439060;19;22010	02000	00110	00000	00000	; ;
37;8;MINIMAX_T;1;1.808;5;14.0;981875;18;22010	02000	02110	00000	00000	; ;
37;9;MCTS;2;1.812;10;8.0;182867;17;22010	02000	02110	01000	00000	; ;
37;10;MINIMAX_T;1;0.745;5;12.0;567089;16;22010	02020	02110	01000	00000	; ;
37;11;MCTS;2;0.749;6;10.0;38201;15;22010	12020	02110	01000	00000	; ;
37;12;MINIMAX_T;1;0.284;5;10.0;266645;14;22010	12020	02110	01200	00000	; ;
37;13;MCTS;2;0.285;4;10.0;17524;13;22010	12021	02110	01200	00000	; ;
37;14;MINIMAX_T;1;0.126;5;8.0;108385;12;22010	12021	02110	01200	00020	; ;
37;15;MCTS;2;0.137;5;7.0;12041;11;22010	12021	02110	01210	00020	; ;
37;16;MINIMAX_T;1;0.068;5;6.0;36101;10;22010	12021	02110	01210	00220	; ;
37;17;MCTS;2;0.075;5;5.0;9277;9;22010	12021	02110	01210	00221	; ;
37;18;MINIMAX_T;1;0.0;5;4.0;8801;8;22210	12021	02110	01210	00221	; ;
37;19;MCTS;2;0.011;3;5.0;127;7;22210	12021	02110	01211	00221	; ;
37;20;MINIMAX_T;1;0.001;5;2.0;1237;6;22210	12021	02112	01211	00221	; ;
37;21;MCTS;2;0.002;5;1.0;326;5;22210	12021	02112	11211	00221	; ;
37;22;MINIMAX_T;1;0.0;5;1.0;65;4;22212	12021	02112	11211	00221	; ;
37;23;MCTS;2;0.001;3;1.0;16;3;22212	12021	02112	11211	10221	; ;
37;24;MINIMAX_T;1;0.0;5;1.0;5;2;22212	12021	02112	11211	12221	; ;
37;25;MCTS;2;0.001;1;1.0;2;1;22212	12021	12112	11211	12221	;EMPATE;
38;1;MINIMAX_T;1;1.266;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
38;2;MCTS;2;1.272;11;15.0;47013;23;00000	00100	00000	00000	20000	; ;
38;3;MINIMAX_T;1;2.599;5;19.0;1979918;22;00000	00100	00200	01000	00000	; ;
38;4;MCTS;2;2.605;10;13.0;264019;21;00000	00120	01200	00000	00000	; ;
38;5;MINIMAX_T;1;2.178;5;17.0;1281801;20;20100	00100	01200	00000	00000	; ;
38;6;MCTS;2;2.181;10;12.0;243989;19;20002	01100	01200	00000	00000	; ;
38;7;MINIMAX_T;1;2.262;5;15.0;1471304;19;20000	01120	01200	00000	00000	; ;
38;8;MCTS;2;2.273;10;9.0;253960;18;20000	01120	01200	01000	00000	; ;
38;9;MINIMAX_T;1;1.195;5;13.0;798590;17;22000	01120	01200	01000	00000	; ;
38;10;MCTS;2;1.197;10;7.0;123204;16;22010	01120	01200	01000	00000	; ;
38;11;MINIMAX_T;1;0.553;5;11.0;392644;15;22010	01120	01200	21000	00000	; ;
38;12;MCTS;2;0.565;8;7.0;91743;14;22010	01120	01200	21000	01000	; ;
38;13;MINIMAX_T;1;0.291;5;9.0;148274;13;22010	01120	21200	21000	01000	; ;
38;14;MCTS;2;0.297;5;8.0;17289;12;22010	11120	21200	21000	01000	; ;
38;15;MINIMAX_T;1;0.063;5;7.0;64472;11;22010	11122	21200	21000	01000	; ;
38;16;MCTS;2;0.069;5;6.0;6867;10;22010	11122	21200	21000	01010	; ;
38;17;MINIMAX_T;1;0.017;5;5.0;18730;9;22010	11122	21202	21000	01010	; ;
38;18;MCTS;2;0.021;5;4.0;3554;8;22010	11122	21202	21001	01010	; ;
38;19;MINIMAX_T;1;0.002;5;3.0;3620;7;22010	11122	21202	21001	01210	; ;
38;20;MCTS;2;0.003;3;4.0;135;6;22010	11122	21202	21101	01210	; ;
38;21;MINIMAX_T;1;0.0;5;1.0;326;5;22010	11122	21202	21121	01210	; ;
38;22;MCTS;2;0.001;3;2.0;33;4;22010	11122	21212	21121	01210	; ;
38;23;MINIMAX_T;1;0.0;5;1.0;16;3;22010	11122	21212	21121	21210	; ;
38;24;MCTS;2;0.001;2;1.0;5;2;22110	11122	21212	21121	21210	; ;
38;25;MINIMAX_T;1;0.0;5;1.0;2;1;22110	11122	21212	21121	21212	;EMPATE;
39;1;MCTS;2;0.001;3;12.0;39;24;02000	00000	00000	00000	00000	; ;
39;2;MINIMAX_T;1;0.631;5;19.0;659933;23;01000	00000	00200	00000	00000	; ;
39;3;MCTS;2;0.646;10;15.0;62632;22;00000	00100	00200	00000	20000	; ;
39;4;MINIMAX_T;1;5.248;5;18.0;3231138;22;00000	00100	00200	02000	00000	; ;
39;5;MCTS;2;5.254;9;13.0;432219;21;00000	00110	00200	02000	00000	; ;
39;6;MINIMAX_T;1;3.641;5;16.0;1960329;20;00000	02110	00200	02000	00000	; ;
39;7;MCTS;2;3.646;8;12.0;335282;19;00000	02110	01200	02000	00000	; ;
39;8;MINIMAX_T;1;1.738;5;14.0;980917;18;00000	02110	01200	02020	00000	; ;
39;9;MCTS;2;1.763;8;10.0;159767;17;10000	02110	01200	02020	00000	; ;
39;10;MINIMAX_T;1;0.688;5;12.0;502997;16;10000	02110	01200	02220	00000	; ;
39;11;MCTS;2;0.695;6;10.0;36628;15;10000	02110	01200	12220	00000	; ;
39;12;MINIMAX_T;1;0.251;5;10.0;266645;14;10000	02110	21200	12220	00000	; ;
39;13;MCTS;2;0.263;5;9.0;18114;13;10000	02110	21200	12220	00001	; ;
39;14;MINIMAX_T;1;0.094;5;8.0;108385;12;10020	02110	21200	12220	00001	; ;
39;15;MCTS;2;0.095;5;7.0;9670;11;10020	02110	21200	12221	00001	; ;
39;16;MINIMAX_T;1;0.034;5;6.0;36101;10;10220	02110	21200	12221	00001	; ;
39;17;MCTS;2;0.071;5;5.0;6336;9;10220	02110	21200	12221	00101	; ;
39;18;MINIMAX_T;1;0.001;5;4.0;8801;8;10220	02110	21200	12221	20101	; ;
39;19;MCTS;2;0.01;3;5.0;58;7;10220	02110	21200	12221	21101	; ;
39;20;MINIMAX_T;1;0.001;5;2.0;1237;6;10220	02110	21202	12221	21101	; ;
39;21;MCTS;2;0.002;5;1.0;326;5;11220	02110	21202	12221	21101	; ;
39;22;MINIMAX_T;1;0.0;5;1.0;65;4;11220	02110	21222	12221	21101	; ;
39;23;MCTS;2;0.001;3;1.0;16;3;11220	02110	21222	12221	21111	; ;
39;24;MINIMAX_T;1;0.0;5;1.0;5;2;11222	02110	21222	12221	21111	; ;
39;25;MCTS;2;0.001;1;1.0;2;1;11222	02111	21222	12221	21111	;EMPATE;
40;1;MINIMAX_T;1;0.844;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
40;2;MCTS;2;0.846;11;16.0;29518;23;00000	00100	00000	20000	00000	; ;
40;3;MINIMAX_T;1;2.687;5;19.0;1979918;22;00000	00100	10200	00000	00000	; ;
40;4;MCTS;2;2.689;10;13.0;250328;21;00000	00120	01200	00000	00000	; ;
40;5;MINIMAX_T;1;2.318;5;17.0;1281801;20;01000	00100	01200	00020	00000	; ;
40;6;MCTS;2;2.319;10;12.0;194574;19;00200	01100	01200	00020	00000	; ;
40;7;MINIMAX_T;1;2.393;5;15.0;1462304;19;00000	01120	01200	00020	00000	; ;
40;8;MCTS;2;2.408;9;11.0;227618;18;00000	01120	01200	01020	00000	; ;
40;9;MINIMAX_T;1;0.622;5;13.0;608788;17;00000	01120	01220	01020	00000	;VITORIA;
41;1;MCTS;2;0.636;7;20.0;15505;24;02000	00000	00000	00000	00000	; ;
41;2;MINIMAX_T;1;0.651;5;19.0;659933;23;01000	00000	00200	00000	00000	; ;
41;3;MCTS;2;0.653;10;15.0;73789;22;20000	00100	00200	00000	00000	; ;
41;4;MINIMAX_T;1;5.242;5;18.0;3231138;22;00000	00100	00200	02000	00000	; ;
41;5;MCTS;2;5.286;10;13.0;427059;21;00000	00110	00200	02000	00000	; ;
41;6;MINIMAX_T;1;3.81;5;16.0;1960329;20;00000	02110	00200	02000	00000	; ;
41;7;MCTS;2;3.835;7;13.0;346589;19;00000	02110	01200	02000	00000	; ;
41;8;MINIMAX_T;1;1.664;5;14.0;980917;18;00000	02110	01200	02020	00000	; ;
41;9;MCTS;2;1.677;8;10.0;150633;17;10000	02110	01200	02020	00000	; ;
41;10;MINIMAX_T;1;0.57;5;12.0;502997;16;10000	02110	01200	02220	00000	; ;
41;11;MCTS;2;0.575;6;10.0;31914;15;10000	02110	01200	12220	00000	; ;
41;12;MINIMAX_T;1;0.295;5;10.0;266645;14;10000	02110	21200	12220	00000	; ;
41;13;MCTS;2;0.296;5;9.0;20259;13;10000	02110	21200	12220	00001	; ;
41;14;MINIMAX_T;1;0.114;5;8.0;108385;12;12000	02110	21200	12220	00001	; ;
41;15;MCTS;2;0.137;5;7.0;9349;11;12000	02110	21200	12221	00001	; ;
41;16;MINIMAX_T;1;0.098;5;6.0;36101;10;12000	02112	21200	12221	00001	; ;
41;17;MCTS;2;0.108;5;5.0;11745;9;12010	02112	21200	12221	00001	; ;
41;18;MINIMAX_T;1;0.0;5;4.0;8801;8;12010	02112	21200	12221	02001	; ;
41;19;MCTS;2;0.011;3;5.0;93;7;12010	02112	21210	12221	02001	; ;
41;20;MINIMAX_T;1;0.002;5;2.0;1237;6;12010	22112	21210	12221	02001	; ;
41;21;MCTS;2;0.003;5;1.0;326;5;12010	22112	21210	12221	02101	; ;
41;22;MINIMAX_T;1;0.0;5;1.0;65;4;12012	22112	21210	12221	02101	; ;
41;23;MCTS;2;0.001;3;1.0;16;3;12012	22112	21210	12221	02111	; ;
41;24;MINIMAX_T;1;0.0;5;1.0;5;2;12012	22112	21210	12221	22111	; ;
41;25;MCTS;2;0.001;1;1.0;2;1;12112	22112	21210	12221	22111	;EMPATE;
42;1;MINIMAX_T;1;0.964;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
42;2;MCTS;2;0.98;11;16.0;40102;23;00000	00100	00000	02000	00000	; ;
42;3;MINIMAX_T;1;2.452;5;19.0;1979918;22;00000	10100	00200	00000	00000	; ;
42;4;MCTS;2;2.455;10;13.0;207488;21;02000	00100	01200	00000	00000	; ;
42;5;MINIMAX_T;1;1.698;5;17.0;1281801;20;00000	02100	01200	00001	00000	; ;
42;6;MCTS;2;1.704;10;11.0;153166;19;00000	02100	01220	00010	00000	; ;
42;7;MINIMAX_T;1;1.951;5;15.0;1479108;19;00000	02120	01200	00010	00000	; ;
42;8;MCTS;2;1.955;8;11.0;155120;18;00000	02120	01200	00010	10000	; ;
42;9;MINIMAX_T;1;1.085;5;13.0;688996;17;00000	02120	01200	02010	10000	; ;
42;10;MCTS;2;1.132;12;5.0;93597;15;00001	02120	01220	02010	10000	; ;
42;11;MINIMAX_T;1;0.411;5;11.0;197115;14;20001	02120	01200	02011	10000	; ;
42;12;MCTS;2;0.412;10;5.0;38414;14;21001	02120	01200	02010	10000	; ;
42;13;MINIMAX_T;1;0.24;5;9.0;170901;13;21001	02120	01200	22010	10000	; ;
42;14;MCTS;2;0.241;5;8.0;11029;12;21001	12120	01200	22010	10000	; ;
42;15;MINIMAX_T;1;0.089;5;7.0;64424;11;21001	12120	01200	22210	10000	; ;
42;16;MCTS;2;0.09;5;6.0;7877;10;21001	12120	01200	22211	10000	; ;
42;17;MINIMAX_T;1;0.022;5;5.0;18730;9;21201	12120	01200	22211	10000	; ;
42;18;MCTS;2;0.082;4;5.0;653;8;21201	12120	01201	22211	10000	; ;
42;19;MINIMAX_T;1;0.001;5;3.0;3620;7;21201	12120	01201	22211	10020	; ;
42;20;MCTS;2;0.005;3;4.0;132;6;21201	12121	01201	22211	10020	; ;
42;21;MINIMAX_T;1;0.001;5;1.0;326;5;21221	12121	01201	22211	10020	; ;
42;22;MCTS;2;0.002;4;1.0;65;4;21221	12121	01211	22211	10020	; ;
42;23;MINIMAX_T;1;0.0;5;1.0;16;3;21221	12121	21211	22211	10020	; ;
42;24;MCTS;2;0.001;2;1.0;5;2;21221	12121	21211	22211	10021	; ;
42;25;MINIMAX_T;1;0.0;5;1.0;2;1;21221	12121	21211	22211	12021	;EMPATE;
43;1;MCTS;2;0.001;2;11.0;29;24;02000	00000	00000	00000	00000	; ;
43;2;MINIMAX_T;1;3.83;5;19.0;2629442;23;20100	00000	00000	00000	00000	; ;
43;3;MCTS;2;3.911;10;14.0;390072;22;20000	00002	00100	00000	00000	; ;
43;4;MINIMAX_T;1;6.75;5;18.0;3315929;22;22000	00000	00100	00000	00000	; ;
43;5;MCTS;2;7.271;10;12.0;455275;21;22010	00000	00100	00000	00000	; ;
43;6;MINIMAX_T;1;3.091;5;16.0;1971281;20;22010	02000	00100	00000	00000	; ;
43;7;MCTS;2;3.1;8;12.0;280706;19;22010	02000	00110	00000	00000	; ;
43;8;MINIMAX_T;1;1.95;5;14.0;981875;18;22010	02000	02110	00000	00000	; ;
43;9;MCTS;2;1.962;10;8.0;246113;17;22010	02000	02110	01000	00000	; ;
43;10;MINIMAX_T;1;0.741;5;12.0;567089;16;22010	02020	02110	01000	00000	; ;
43;11;MCTS;2;0.745;5;11.0;18409;15;22010	12020	02110	01000	00000	; ;
43;12;MINIMAX_T;1;0.276;5;10.0;266645;14;22010	12020	02110	01200	00000	; ;
43;13;MCTS;2;0.282;5;9.0;19796;13;22010	12021	02110	01200	00000	; ;
43;14;MINIMAX_T;1;0.095;5;8.0;108385;12;22010	12021	02110	01200	02000	; ;
43;15;MCTS;2;0.096;5;7.0;9703;11;22010	12021	02110	01200	12000	; ;
43;16;MINIMAX_T;1;0.031;5;6.0;36101;10;22012	12021	02110	01200	12000	; ;
43;17;MCTS;2;0.037;5;5.0;5515;9;22012	12021	02110	11200	12000	; ;
43;18;MINIMAX_T;1;0.001;5;4.0;8801;8;22012	12021	02110	11220	12000	; ;
43;19;MCTS;2;0.009;3;5.0;161;7;22012	12021	12110	11220	12000	; ;
43;20;MINIMAX_T;1;0.001;5;2.0;1237;6;22012	12021	12110	11220	12020	; ;
43;21;MCTS;2;0.002;5;1.0;326;5;22012	12121	12110	11220	12020	; ;
43;22;MINIMAX_T;1;0.0;5;1.0;65;4;22012	12121	12110	11222	12020	; ;
43;23;MCTS;2;0.001;3;1.0;16;3;22012	12121	12110	11222	12120	; ;
43;24;MINIMAX_T;1;0.0;5;1.0;5;2;22212	12121	12110	11222	12120	; ;
43;25;MCTS;2;0.001;1;1.0;2;1;22212	12121	12110	11222	12121	;EMPATE;
44;1;MINIMAX_T;1;0.845;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
44;2;MCTS;2;0.846;11;15.0;77698;23;00000	00100	02000	00000	00000	; ;
44;3;MINIMAX_T;1;3.486;5;19.0;1979918;22;00000	10100	00200	00000	00000	; ;
44;4;MCTS;2;3.565;10;13.0;353861;21;00000	00120	01200	00000	00000	; ;
44;5;MINIMAX_T;1;2.756;5;17.0;1281801;20;20010	00100	01200	00000	00000	; ;
44;6;MCTS;2;2.768;10;11.0;260263;19;20020	01100	01200	00000	00000	; ;
44;7;MINIMAX_T;1;2.149;5;15.0;1471100;19;22000	01100	01200	00000	00000	; ;
44;8;MCTS;2;2.158;10;9.0;254095;18;22010	01100	01200	00000	00000	; ;
44;9;MINIMAX_T;1;1.368;5;13.0;798542;17;22010	01120	01200	00000	00000	; ;
44;10;MCTS;2;1.37;10;7.0;151165;16;22010	01120	01200	01000	00000	; ;
44;11;MINIMAX_T;1;0.503;5;11.0;392644;15;22010	01120	01200	21000	00000	; ;
44;12;MCTS;2;0.504;8;7.0;71741;14;22010	01120	01200	21000	01000	; ;
44;13;MINIMAX_T;1;0.284;5;9.0;148274;13;22010	01120	21200	21000	01000	; ;
44;14;MCTS;2;0.285;5;8.0;17076;12;22010	11120	21200	21000	01000	; ;
44;15;MINIMAX_T;1;0.063;5;7.0;64472;11;22010	11120	21202	21000	01000	; ;
44;16;MCTS;2;0.071;4;7.0;5819;10;22010	11120	21202	21100	01000	; ;
44;17;MINIMAX_T;1;0.017;5;5.0;18730;9;22010	11120	21202	21102	01000	; ;
44;18;MCTS;2;0.021;5;4.0;3500;8;22010	11121	21202	21102	01000	; ;
44;19;MINIMAX_T;1;0.003;5;3.0;3620;7;22010	11121	21202	21102	21000	; ;
44;20;MCTS;2;0.004;4;3.0;197;6;22010	11121	21202	21112	21000	; ;
44;21;MINIMAX_T;1;0.0;5;1.0;326;5;22010	11121	21222	21112	21000	; ;
44;22;MCTS;2;0.001;4;1.0;65;4;22010	11121	21222	21112	21010	; ;
44;23;MINIMAX_T;1;0.0;5;1.0;16;3;22012	11121	21222	21112	21010	; ;
44;24;MCTS;2;0.001;2;1.0;5;2;22112	11121	21222	21112	21010	; ;
44;25;MINIMAX_T;1;0.0;5;1.0;2;1;22112	11121	21222	21112	21210	;EMPATE;
45;1;MCTS;2;0.001;3;12.0;42;24;02000	00000	00000	00000	00000	; ;
45;2;MINIMAX_T;1;3.991;5;19.0;2629442;23;00200	00000	00000	00000	01000	; ;
45;3;MCTS;2;4.003;10;14.0;298077;22;02200	00000	00000	00100	00000	; ;
45;4;MINIMAX_T;1;5.332;5;18.0;3312401;22;20200	00000	00000	00100	00000	; ;
45;5;MCTS;2;5.345;8;14.0;417181;21;20200	00000	00010	00100	00000	; ;
45;6;MINIMAX_T;1;3.589;5;16.0;1791461;20;20220	00000	00010	00100	00000	; ;
45;7;MCTS;2;3.595;10;10.0;384038;19;21220	00000	00010	00100	00000	; ;
45;8;MINIMAX_T;1;1.991;5;14.0;1100029;18;21220	02000	00010	00100	00000	; ;
45;9;MCTS;2;2.005;8;10.0;203160;17;21220	02000	00010	01100	00000	; ;
45;10;MINIMAX_T;1;0.605;5;12.0;502977;16;21220	02000	00010	01120	00000	; ;
45;11;MCTS;2;0.62;10;6.0;80518;15;21220	02000	00110	01120	00000	; ;
45;12;MINIMAX_T;1;0.461;5;10.0;261141;14;21220	02020	00110	01120	00000	; ;
45;13;MCTS;2;0.469;10;4.0;69308;13;21220	02020	01110	01120	00000	; ;
45;14;MINIMAX_T;1;0.175;5;8.0;105505;12;21220	02020	21110	01120	00000	; ;
45;15;MCTS;2;0.176;5;7.0;11824;11;21220	12020	21110	01120	00000	; ;
45;16;MINIMAX_T;1;0.047;5;6.0;36101;10;21220	12020	21110	21120	00000	; ;
45;17;MCTS;2;0.053;5;5.0;5150;9;21220	12120	21110	21120	00000	; ;
45;18;MINIMAX_T;1;0.001;5;4.0;8801;8;21220	12120	21110	21120	00200	; ;
45;19;MCTS;2;0.009;3;5.0;133;7;21220	12121	21110	21120	00200	; ;
45;20;MINIMAX_T;1;0.001;5;2.0;1237;6;21220	12121	21110	21120	00202	; ;
45;21;MCTS;2;0.002;5;1.0;326;5;21220	12121	21110	21120	01202	; ;
45;22;MINIMAX_T;1;0.0;5;1.0;65;4;21220	12121	21110	21120	01222	; ;
45;23;MCTS;2;0.001;3;1.0;16;3;21220	12121	21110	21121	01222	; ;
45;24;MINIMAX_T;1;0.0;5;1.0;5;2;21222	12121	21110	21121	01222	; ;
45;25;MCTS;2;0.001;1;1.0;2;1;21222	12121	21111	21121	01222	;EMPATE;
46;1;MINIMAX_T;1;0.802;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
46;2;MCTS;2;0.805;11;15.0;52063;23;00000	02100	00000	00000	00000	; ;
46;3;MINIMAX_T;1;2.613;5;19.0;1979918;22;00000	10100	00200	00000	00000	; ;
46;4;MCTS;2;2.629;10;13.0;230671;21;00000	00102	01200	00000	00000	; ;
46;5;MINIMAX_T;1;1.798;5;17.0;1281801;20;00000	02110	01200	00000	00000	; ;
46;6;MCTS;2;1.81;10;11.0;174445;19;00000	02120	01200	00010	00000	; ;
46;7;MINIMAX_T;1;1.851;5;15.0;1479108;19;00000	02120	01200	00010	00000	; ;
46;8;MCTS;2;1.859;8;11.0;220749;18;00000	02120	01200	00010	10000	; ;
46;9;MINIMAX_T;1;1.039;5;13.0;688996;17;00000	02120	01200	02010	10000	; ;
46;10;MCTS;2;1.041;12;5.0;123151;15;00001	02120	01220	02010	10000	; ;
46;11;MINIMAX_T;1;0.188;5;11.0;197115;14;20101	02120	01200	02010	10000	; ;
46;12;MCTS;2;0.19;9;6.0;13236;14;21001	02120	01200	02010	10000	; ;
46;13;MINIMAX_T;1;0.173;5;9.0;170901;13;21001	02120	01200	22010	10000	; ;
46;14;MCTS;2;0.176;8;5.0;49196;12;21101	02120	01200	22010	10000	; ;
46;15;MINIMAX_T;1;0.118;5;7.0;53582;11;21101	22120	01200	22010	10000	; ;
46;16;MCTS;2;0.133;5;6.0;16327;10;21101	22120	11200	22010	10000	; ;
46;17;MINIMAX_T;1;0.018;5;5.0;18730;9;21101	22120	11202	22010	10000	; ;
46;18;MCTS;2;0.032;5;4.0;6196;8;21101	22120	11212	22010	10000	; ;
46;19;MINIMAX_T;1;0.001;5;3.0;3620;7;21101	22120	11212	22010	12000	; ;
46;20;MCTS;2;0.004;4;3.0;198;6;21101	22120	11212	22011	12000	; ;
46;21;MINIMAX_T;1;0.0;5;1.0;326;5;21101	22120	11212	22211	12000	; ;
46;22;MCTS;2;0.001;3;2.0;31;4;21111	22120	11212	22211	12000	; ;
46;23;MINIMAX_T;1;0.0;5;1.0;16;3;21111	22122	11212	22211	12000	; ;
46;24;MCTS;2;0.001;2;1.0;5;2;21111	22122	11212	22211	12010	; ;
46;25;MINIMAX_T;1;0.0;5;1.0;2;1;21111	22122	11212	22211	12210	;EMPATE;
47;1;MCTS;2;0.001;3;12.0;37;24;02000	00000	00000	00000	00000	; ;
47;2;MINIMAX_T;1;0.735;5;19.0;659933;23;01000	00000	00200	00000	00000	; ;
47;3;MCTS;2;0.739;9;15.0;60401;22;02000	00100	00200	00000	00000	; ;
47;4;MINIMAX_T;1;5.35;5;18.0;3231138;22;00000	00100	00200	02000	00000	; ;
47;5;MCTS;2;5.351;10;13.0;540245;21;00000	00110	00200	02000	00000	; ;
47;6;MINIMAX_T;1;4.74;5;16.0;1960329;20;00000	02110	00200	02000	00000	; ;
47;7;MCTS;2;4.755;8;12.0;533629;19;00000	02110	01200	02000	00000	; ;
47;8;MINIMAX_T;1;1.749;5;14.0;980917;18;00000	02110	01200	02020	00000	; ;
47;9;MCTS;2;1.792;8;10.0;183010;17;10000	02110	01200	02020	00000	; ;
47;10;MINIMAX_T;1;0.721;5;12.0;502997;16;10000	02110	01200	22020	00000	; ;
47;11;MCTS;2;0.724;5;11.0;27153;15;10000	02110	01200	22120	00000	; ;
47;12;MINIMAX_T;1;0.285;5;10.0;266629;14;10020	02110	01200	22120	00000	; ;
47;13;MCTS;2;0.294;5;10.0;18995;13;10020	02110	01200	22120	00001	; ;
47;14;MINIMAX_T;1;0.11;5;8.0;108385;12;10020	02110	01200	22120	00201	; ;
47;15;MCTS;2;0.12;4;8.0;8521;11;10020	02111	01200	22120	00201	; ;
47;16;MINIMAX_T;1;0.04;5;6.0;36101;10;10020	02111	01220	22120	00201	; ;
47;17;MCTS;2;0.051;5;5.0;7351;9;10020	02111	11220	22120	00201	; ;
47;18;MINIMAX_T;1;0.001;5;4.0;8801;8;10220	02111	11220	22120	00201	; ;
47;19;MCTS;2;0.01;3;5.0;154;7;10220	12111	11220	22120	00201	; ;
47;20;MINIMAX_T;1;0.001;5;2.0;1237;6;10220	12111	11220	22120	02201	; ;
47;21;MCTS;2;0.002;5;1.0;326;5;10220	12111	11220	22120	02211	; ;
47;22;MINIMAX_T;1;0.0;5;1.0;65;4;10220	12111	11220	22122	02211	; ;
47;23;MCTS;2;0.001;3;1.0;16;3;10220	12111	11220	22122	12211	; ;
47;24;MINIMAX_T;1;0.001;5;1.0;5;2;10222	12111	11220	22122	12211	; ;
47;25;MCTS;2;0.017;1;1.0;2;1;11222	12111	11220	22122	12211	;EMPATE;
48;1;MINIMAX_T;1;0.882;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
48;2;MCTS;2;0.883;11;16.0;45245;23;20000	00100	00000	00000	00000	; ;
48;3;MINIMAX_T;1;2.866;5;19.0;1979918;22;00000	00100	00200	00000	01000	; ;
48;4;MCTS;2;2.879;10;14.0;251309;21;00000	00100	01220	00000	00000	; ;
48;5;MINIMAX_T;1;2.018;5;17.0;1281801;20;20000	00101	01200	00000	00000	; ;
48;6;MCTS;2;2.024;10;12.0;190774;19;22000	01100	01200	00000	00000	; ;
48;7;MINIMAX_T;1;1.706;5;15.0;1471304;19;20000	01120	01200	00000	00000	; ;
48;8;MCTS;2;1.712;9;10.0;141201;18;20000	01120	01200	01000	00000	; ;
48;9;MINIMAX_T;1;0.94;5;13.0;798590;17;22000	01120	01200	01000	00000	; ;
48;10;MCTS;2;0.944;10;7.0;91454;16;22010	01120	01200	01000	00000	; ;
48;11;MINIMAX_T;1;0.6;5;11.0;392644;15;22010	01120	01200	21000	00000	; ;
48;12;MCTS;2;0.602;8;7.0;92999;14;22010	01120	01200	21000	01000	; ;
48;13;MINIMAX_T;1;0.222;5;9.0;148274;13;22010	21120	01200	21000	01000	; ;
48;14;MCTS;2;0.235;5;8.0;16577;12;22010	21120	11200	21000	01000	; ;
48;15;MINIMAX_T;1;0.078;5;7.0;64472;11;22010	21120	11200	21000	01002	; ;
48;16;MCTS;2;0.092;5;6.0;10608;10;22010	21120	11210	21000	01002	; ;
48;17;MINIMAX_T;1;0.017;5;5.0;18730;9;22010	21120	11210	21200	01002	; ;
48;18;MCTS;2;0.018;5;4.0;3623;8;22010	21120	11211	21200	01002	; ;
48;19;MINIMAX_T;1;0.001;5;3.0;3620;7;22010	21122	11211	21200	01002	; ;
48;20;MCTS;2;0.004;4;3.0;166;6;22011	21122	11211	21200	01002	; ;
48;21;MINIMAX_T;1;0.0;5;1.0;326;5;22011	21122	11211	21200	01022	; ;
48;22;MCTS;2;0.001;4;2.0;42;4;22011	21122	11211	21200	01122	; ;
48;23;MINIMAX_T;1;0.0;5;1.0;16;3;22211	21122	11211	21200	01122	; ;
48;24;MCTS;2;0.001;2;1.0;5;2;22211	21122	11211	21201	01122	; ;
48;25;MINIMAX_T;1;0.0;5;1.0;2;1;22211	21122	11211	21221	01122	;EMPATE;
49;1;MCTS;2;0.001;1;3.0;3;24;02000	00000	00000	00000	00000	; ;
49;2;MINIMAX_T;1;9.15;5;20.0;5251369;24;02000	00000	00000	00000	00000	; ;
49;3;MCTS;2;11.104;10;14.0;466383;23;02000	00000	00010	00000	00000	; ;
49;4;MINIMAX_T;1;5.599;5;18.0;3326493;22;02000	02000	00010	00000	00000	; ;
49;5;MCTS;2;6.087;8;14.0;366238;21;02000	02000	00110	00000	00000	; ;
49;6;MINIMAX_T;1;2.967;5;16.0;1791713;20;02000	02000	02110	00000	00000	; ;
49;7;MCTS;2;2.978;10;10.0;316424;19;02000	02000	02110	01000	00000	; ;
49;8;MINIMAX_T;1;1.685;5;14.0;1100101;18;02000	02020	02110	01000	00000	; ;
49;9;MCTS;2;1.695;10;8.0;182391;17;02000	02120	02110	01000	00000	; ;
49;10;MINIMAX_T;1;0.757;5;12.0;567089;16;02200	02120	02110	01000	00000	; ;
49;11;MCTS;2;0.774;8;8.0;100717;15;02200	02120	02110	01100	00000	; ;
49;12;MINIMAX_T;1;0.312;5;10.0;228011;14;22200	02120	02110	01100	00000	; ;
49;13;MCTS;2;0.316;10;4.0;52539;13;22210	02120	02110	01100	00000	; ;
49;14;MINIMAX_T;1;0.181;5;8.0;106945;12;22210	02120	02110	21100	00000	; ;
49;15;MCTS;2;0.182;8;4.0;32591;11;22210	02120	02110	21100	00100	; ;
